Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A694594,Gracie,01/04/15,6:31PM,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever,Black/White
A694590,Snowbelle,01/04/15,6:36PM,Adoption,,Dog,Spayed Female,3 months,Catahoula Mix,White
A694439,Chico,01/04/15,6:40PM,Return to Owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,Buff
A690800,Cash,01/04/15,6:51PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A637291,Luna,01/04/15,6:57PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A693453,*Bartholomew,01/04/15,7:02PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A694766,,01/05/15,7:33AM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A694765,,01/05/15,7:33AM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A694790,,01/05/15,9:00AM,Transfer,SCRP,Cat,Intact Female,9 months,Domestic Shorthair Mix,Calico
A690214,Honey,01/05/15,11:36AM,Adoption,Foster,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan
A694727,Ida,01/05/15,11:42AM,Transfer,Partner,Dog,Spayed Female,3 years,Boxer Mix,White
A694456,Shaggy,01/05/15,12:46PM,Adoption,,Dog,Neutered Male,8 years,Miniature Poodle Mix,Apricot
A694401,*Precious,01/05/15,1:00PM,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A694526,*Padmé,01/05/15,1:00PM,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Longhair,Torbie
A643052,Yogi,01/05/15,1:00PM,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Longhair Mix,White/Orange Tabby
A694571,Max,01/05/15,1:01PM,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Chocolate/White
A693890,*Simon,01/05/15,1:01PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A694791,Sophie,01/05/15,1:01PM,Transfer,Partner,Cat,Intact Female,8 months,Siamese,Lynx Point
A694815,Star,01/05/15,2:03PM,Return to Owner,,Dog,Spayed Female,5 years,Whippet/Labrador Retriever,Yellow
A694837,Kujo,01/05/15,2:22PM,Return to Owner,,Dog,Neutered Male,2 years,Jack Russell Terrier/Chihuahua Shorthair,Tan/Brown
A694812,Peaches,01/05/15,2:27PM,Return to Owner,,Dog,Spayed Female,1 year,Pug/Labrador Retriever,Black
A694740,Dirty,01/05/15,2:31PM,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle
A694232,*Cody,01/05/15,2:31PM,Adoption,,Dog,Neutered Male,6 months,Pit Bull/Labrador Retriever,Brown Brindle/White
A693885,Rufio,01/05/15,2:57PM,Adoption,Foster,Dog,Neutered Male,1 year,Boxer Mix,Brown Brindle/White
A680865,Rex,01/05/15,3:13PM,Return to Owner,,Dog,Neutered Male,8 months,Siberian Husky Mix,White/Red
A679481,Max,01/05/15,3:20PM,Adoption,,Dog,Neutered Male,10 months,Black Mouth Cur Mix,Brown/Black
A693740,*Tyra,01/05/15,3:23PM,Transfer,Partner,Dog,Spayed Female,1 year,Anatol Shepherd Mix,Brown/White
A687219,*Gabriel,01/05/15,3:27PM,Transfer,Partner,Dog,Neutered Male,4 years,Pit Bull Mix,Brown
A679938,Rico,01/05/15,4:07PM,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black
A694596,,01/05/15,4:24PM,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby
A694394,Annie,01/05/15,4:38PM,Adoption,,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Buff
A694545,Rider,01/05/15,4:53PM,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Tan
A694492,Scout,01/05/15,5:14PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd/Australian Cattle Dog,Black/Brown
A693861,*Molly,01/05/15,5:17PM,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White
A694638,Ralphie,01/05/15,5:27PM,Adoption,,Dog,Neutered Male,3 years,Miniature Poodle Mix,White
A694782,Sinch,01/05/15,5:33PM,Return to Owner,,Dog,Neutered Male,3 years,Australian Shepherd Mix,Blue Merle/Tan
A694427,Frida,01/05/15,5:34PM,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Blue/White
A694787,Luna,01/05/15,5:36PM,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/White
A692078,*Cameron,01/05/15,6:11PM,Adoption,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Black/White
A694615,*Kaipo,01/05/15,6:11PM,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown
A694853,,01/05/15,6:17PM,Died,In Kennel,Dog,Intact Female,3 months,Pit Bull/Labrador Retriever,Brown Brindle
A694725,Mikey,01/05/15,6:19PM,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black
A694781,Savannah,01/05/15,6:26PM,Return to Owner,,Dog,Spayed Female,2 months,Yorkshire Terrier/Miniature Poodle,White/Buff
A694780,Pesto,01/05/15,6:31PM,Return to Owner,,Dog,Neutered Male,2 months,Yorkshire Terrier/Miniature Poodle,White/Black
A694171,*Mack,01/05/15,6:32PM,Transfer,Partner,Dog,Intact Male,4 years,Labrador Retriever/Chow Chow,Black
A694547,*Kade,01/05/15,6:34PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
A694544,Squirrel,01/05/15,6:36PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor/Blue
A694872,,01/05/15,7:00PM,Euthanasia,Suffering,Cat,Intact Female,8 years,Domestic Medium Hair Mix,White
A694613,Buster,01/05/15,7:03PM,Return to Owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Tricolor
A692558,*Grover,01/06/15,8:14AM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A692559,*Zorro,01/06/15,8:14AM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A694814,,01/06/15,9:00AM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/Brown
A692196,Chula,01/06/15,9:25AM,Died,In Foster,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie
A694664,Rex,01/06/15,11:38AM,Return to Owner,,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Tan
A694835,Penelope,01/06/15,11:47AM,Return to Owner,,Dog,Spayed Female,8 years,Beagle Mix,Tricolor
A694705,Snickrdoodle,01/06/15,12:16PM,Transfer,Partner,Dog,Intact Male,8 years,Shih Tzu,Brown/White
A687105,Rico,01/06/15,12:19PM,Transfer,Partner,Cat,Neutered Male,2 years,Siamese Mix,Flame Point
A694690,,01/06/15,12:21PM,Euthanasia,Suffering,Cat,Spayed Female,8 years,Domestic Longhair Mix,White/Cream
A656792,Tigri,01/06/15,12:21PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair,Blue Tabby
A694386,Chris,01/06/15,12:24PM,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A694588,*Esmeralda,01/06/15,12:29PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A694499,,01/06/15,12:30PM,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black
A694156,*Halloween,01/06/15,12:40PM,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A694197,Bramble Pelt,01/06/15,12:41PM,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby
A694719,Ringo,01/06/15,12:57PM,Return to Owner,,Dog,Neutered Male,16 years,Australian Cattle Dog Mix,Brown/White
A694909,Cookie,01/06/15,1:31PM,Euthanasia,Suffering,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan/White
A693499,Bonnie,01/06/15,1:43PM,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Tan
A694867,Dakota,01/06/15,2:11PM,Return to Owner,,Dog,Spayed Female,10 years,Labrador Retriever/Redbone Hound,Chocolate/White
A694496,*Leo,01/06/15,2:25PM,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A694421,Duke,01/06/15,2:42PM,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever,Black
A694582,*Shady,01/06/15,2:50PM,Transfer,Partner,Dog,Spayed Female,4 years,Labrador Retriever,Black
A616487,Jack,01/06/15,2:56PM,Euthanasia,Aggressive,Dog,Neutered Male,4 years,German Shepherd Mix,Tricolor
A694864,Sonny,01/06/15,3:06PM,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair/Yorkshire Terrier,Black
A694865,Cher,01/06/15,3:06PM,Transfer,Partner,Dog,Intact Female,2 months,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown
A694602,*Jasmine,01/06/15,3:10PM,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Tricolor
A694911,,01/06/15,4:05PM,Died,In Kennel,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A694388,Dali,01/06/15,4:11PM,Return to Owner,,Dog,Neutered Male,5 years,Australian Shepherd Mix,Blue Merle/White
A645647,Kitty,01/06/15,4:25PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A694691,,01/06/15,4:32PM,Return to Owner,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Fawn
A694435,*Sam,01/06/15,4:54PM,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A694698,,01/06/15,4:55PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White
A694630,*King Bacon,01/06/15,5:02PM,Return to Owner,,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White
A694149,Maxwell,01/06/15,5:17PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red/White
A694671,,01/06/15,5:22PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Longhair/Chihuahua Shorthair,Brown
A690234,Hershey,01/06/15,5:28PM,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Chocolate/Tan
A694696,Zahn,01/06/15,5:34PM,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/White
A694640,,01/06/15,5:38PM,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever Mix,Black/White
A599278,Calypto,01/06/15,5:42PM,Return to Owner,,Dog,Neutered Male,5 years,Labrador Retriever/Great Pyrenees,Yellow
A694919,,01/06/15,5:50PM,Euthanasia,Suffering,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Tan
A694925,Lily,01/06/15,6:02PM,Return to Owner,,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Brown
A549834,Danny,01/06/15,6:13PM,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown
A694697,,01/06/15,6:20PM,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Tan
A694601,*Barnaby,01/06/15,6:37PM,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A693306,*Winnie,01/06/15,6:38PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A694415,Jackson,01/06/15,6:57PM,Return to Owner,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby
A694592,*Henry,01/07/15,12:00AM,Transfer,Partner,Other,Unknown,1 year,Mouse Mix,Gray/Black
A694821,Rocko,01/07/15,7:26AM,Return to Owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A694710,,01/07/15,8:46AM,Euthanasia,Rabies Risk,Cat,Intact Female,12 years,Domestic Shorthair Mix,Brown Tabby
A694914,,01/07/15,9:00AM,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Black/White
A694903,,01/07/15,9:00AM,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Gray Tabby/White
A694928,,01/07/15,10:03AM,Euthanasia,Suffering,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A688408,*Lulu,01/07/15,11:50AM,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A691682,*Lori,01/07/15,1:03PM,Transfer,Partner,Dog,Spayed Female,3 years,Beagle/Pit Bull,Brown Brindle/White
A693910,*Kyra,01/07/15,1:26PM,Adoption,,Dog,Spayed Female,2 years,Boxer,Tan
A694673,,01/07/15,2:45PM,Transfer,Partner,Dog,Neutered Male,10 years,German Shepherd Mix,Black/Tan
A684254,Hershey,01/07/15,2:49PM,Adoption,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Black/White
A681993,Blue,01/07/15,2:50PM,Adoption,,Dog,Neutered Male,12 years,Rat Terrier,Tricolor
A693760,*Mcallister,01/07/15,3:19PM,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Tan
A691707,Mitzy,01/07/15,3:24PM,Return to Owner,,Dog,Spayed Female,1 year,Miniature Poodle Mix,Blue/Black
A694771,Corey,01/07/15,3:29PM,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A694298,Charlie,01/07/15,3:41PM,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever/Pointer,White/Tan
A681167,Rosie,01/07/15,4:30PM,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Tricolor
A695020,,01/07/15,4:31PM,Euthanasia,Medical,Other,Intact Male,2 years,Opossum Mix,White/Gray
A694779,,01/07/15,5:00PM,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,Tricolor
A694795,Rosie,01/07/15,5:10PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A615152,Callie,01/07/15,5:22PM,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever/Boxer,Black/White
A693655,,01/07/15,5:25PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A694324,*Ursa,01/07/15,5:26PM,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Buff
A693155,Doogie,01/07/15,5:41PM,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White
A694325,*Aurora,01/07/15,5:41PM,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/White
A694748,,01/07/15,5:44PM,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Calico
A694323,*Orion,01/07/15,5:59PM,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever Mix,Buff
A694822,Shanti,01/07/15,6:02PM,Return to Owner,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A694521,,01/07/15,6:04PM,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair,Brown/White
A694522,*Dedee,01/07/15,6:06PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A693578,Little Bit,01/07/15,6:27PM,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie
A693973,*Sacramento,01/07/15,6:44PM,Transfer,Partner,Other,Intact Male,2 years,Californian Mix,White/Brown
A694289,Osiris,01/08/15,12:00AM,Return to Owner,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
A687538,*Marius,01/08/15,8:51AM,Adoption,Foster,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
A695005,,01/08/15,9:00AM,Transfer,SCRP,Cat,Spayed Female,1 year,Russian Blue Mix,Blue
A694978,,01/08/15,9:00AM,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White
A694990,,01/08/15,9:00AM,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Black/White
A694992,,01/08/15,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A694977,,01/08/15,9:00AM,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Brown Tabby/White
A695029,,01/08/15,9:00AM,Transfer,SCRP,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
A694996,,01/08/15,9:00AM,Transfer,SCRP,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A694995,,01/08/15,9:00AM,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A695004,,01/08/15,9:00AM,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A695014,,01/08/15,9:31AM,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown
A694537,Bentley,01/08/15,11:31AM,Return to Owner,,Dog,Neutered Male,4 years,Yorkshire Terrier,White/Gray
A607134,Compadre,01/08/15,11:42AM,Return to Owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A668665,Romeo,01/08/15,12:16PM,Adoption,Foster,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A694896,,01/08/15,12:37PM,Return to Owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Black Brindle/White
A694894,,01/08/15,12:37PM,Return to Owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown Brindle/White
A694895,,01/08/15,12:37PM,Return to Owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Black/White
A694898,,01/08/15,12:38PM,Return to Owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Black/White
A694899,,01/08/15,12:38PM,Return to Owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Black/White
A694897,,01/08/15,12:38PM,Return to Owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Black/White
A694900,,01/08/15,12:39PM,Return to Owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,White/Tricolor
A694901,,01/08/15,12:39PM,Return to Owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Black/White
A694902,,01/08/15,12:39PM,Return to Owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,White/Tricolor
A692402,Brownie,01/08/15,12:52PM,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan
A694892,Tina,01/08/15,12:57PM,Return to Owner,,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown Brindle
A679206,Dakota,01/08/15,1:30PM,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd/Plott Hound,Brown Brindle
A684569,*Celeste,01/08/15,2:12PM,Transfer,Partner,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A694783,Austin,01/08/15,2:17PM,Transfer,Partner,Dog,Intact Male,12 years,Basset Hound,Tricolor
A694734,*Daisy,01/08/15,2:22PM,Adoption,,Dog,Spayed Female,5 months,Pit Bull/Australian Cattle Dog,Black/White
A695007,Baby,01/08/15,3:39PM,Return to Owner,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/Tan
A695008,Tooth,01/08/15,3:39PM,Return to Owner,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan/White
A695064,Brown,01/08/15,3:50PM,Return to Owner,,Dog,Intact Male,1 year,Lhasa Apso Mix,White/Brown
A693604,Audrey,01/08/15,3:51PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A424158,Choo Choo,01/08/15,4:35PM,Return to Owner,,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Tan/White
A694866,Mocha,01/08/15,5:03PM,Return to Owner,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White
A695054,Nikita,01/08/15,5:05PM,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown
A695056,Nala,01/08/15,5:08PM,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown/Black
A694643,Freyja,01/08/15,5:22PM,Return to Owner,,Dog,Spayed Female,4 years,German Shepherd,Black/Brown
A695015,Bolt,01/08/15,5:23PM,Return to Owner,,Dog,Neutered Male,2 years,German Shepherd Mix,White
A610112,Chubby,01/08/15,5:31PM,Return to Owner,,Dog,Neutered Male,5 years,Rottweiler,Black/Brown
A694711,Theodore,01/08/15,5:34PM,Adoption,,Dog,Neutered Male,8 months,Bernese Mountain Dog,Black/Brown
A694967,Jewels,01/08/15,5:35PM,Return to Owner,,Dog,Intact Female,4 years,Siberian Husky Mix,Sable/Cream
A694794,Tiger,01/08/15,5:37PM,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby/White
A694804,,01/08/15,6:03PM,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A692511,Ella,01/08/15,6:06PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
A694644,,01/08/15,6:25PM,Adoption,,Dog,Neutered Male,2 years,Border Terrier/Shih Tzu,White/Brown
A694976,Kuromi,01/08/15,6:43PM,Transfer,Partner,Other,Intact Female,6 months,Hotot Mix,White/Black
A684262,Macho,01/08/15,6:48PM,Return to Owner,,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Gold
A694788,,01/08/15,7:04PM,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Tan/White
A692717,*Madeline,01/09/15,7:53AM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A695045,,01/09/15,9:00AM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A695068,,01/09/15,9:00AM,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,White/Black
A695074,,01/09/15,9:00AM,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A695067,,01/09/15,9:00AM,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White
A695055,,01/09/15,9:00AM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A695053,,01/09/15,9:00AM,Transfer,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Black
A694497,Kitty Kitty,01/09/15,11:14AM,Return to Owner,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie
A694731,*Miley,01/09/15,11:29AM,Transfer,Partner,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Gray
A694461,*Baxter,01/09/15,11:38AM,Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan
A690543,*Scarlet,01/09/15,12:02PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
A519888,Luke,01/09/15,12:10PM,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Labrador Retriever/Beagle,Tan/Black
A694859,,01/09/15,12:19PM,Transfer,Partner,Dog,Neutered Male,5 years,Shih Tzu Mix,Gray/White
A694481,Half Pint,01/09/15,12:20PM,Transfer,Partner,Dog,Intact Male,5 years,Shih Tzu,White/Black
A694861,Butterscotch,01/09/15,12:27PM,Transfer,Partner,Dog,Intact Male,5 years,Shih Tzu Mix,White/Brown
A690234,Hershey,01/09/15,12:55PM,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Chocolate/Tan
A695069,Kayla,01/09/15,1:21PM,Transfer,Partner,Dog,Spayed Female,8 years,Shih Tzu Mix,Gray
A694733,*Iris,01/09/15,1:26PM,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A694292,*Susan,01/09/15,1:27PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A694291,*Larry,01/09/15,1:27PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A694508,*Stewart,01/09/15,1:28PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A693028,*Emma,01/09/15,1:49PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A688028,*Maximus,01/09/15,3:03PM,Euthanasia,Aggressive,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Tan/White
A694730,Whitey,01/09/15,3:27PM,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White
A694699,*Pebbles,01/09/15,3:28PM,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tan
A692883,*Patches,01/09/15,3:28PM,Return to Owner,,Dog,Spayed Female,9 months,English Pointer Mix,White/Black
A694709,*Mackenzie,01/09/15,3:29PM,Transfer,Partner,Dog,Intact Female,2 years,Chow Chow Mix,Red
A694676,*Roger,01/09/15,3:39PM,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,White/Black
A694824,,01/09/15,4:29PM,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A691980,*Phoebe,01/09/15,4:52PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,White/Tan
A695010,,01/09/15,5:07PM,Transfer,Partner,Dog,Neutered Male,6 months,Jack Russell Terrier/Miniature Poodle,White
A695011,,01/09/15,5:07PM,Transfer,Partner,Dog,Neutered Male,1 year,Jack Russell Terrier/Shih Tzu,Gray/White
A694869,,01/09/15,5:11PM,Adoption,,Dog,Spayed Female,4 years,Miniature Poodle/Miniature Schnauzer,Gray/Tan
A694828,Kevin,01/09/15,5:17PM,Adoption,,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Brown/White
A694744,Max,01/09/15,5:42PM,Transfer,Partner,Dog,Neutered Male,9 years,German Shepherd Mix,Red/Black
A694712,*Fifi,01/09/15,5:50PM,Adoption,,Dog,Spayed Female,1 year,Whippet/Labrador Retriever,Black/White
A695024,Pippa,01/09/15,6:18PM,Return to Owner,,Dog,Spayed Female,6 years,Italian Greyhound Mix,Blue/White
A651363,Luna,01/09/15,6:23PM,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White
