Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A694118,Snowflake,12/20/14,3:39PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,3 years,Guinea Pig Mix,White/Tricolor
A694119,Marshmallow,12/20/14,3:39PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Hamster Mix,Brown/White
A694124,*Logan,12/20/14,4:03PM,6103 Lotus Ln in Austin (TX),Stray,Sick,Dog,Neutered Male,10 years,Australian Shepherd Mix,Black/Brown
A694129,Bear,12/20/14,4:07PM,1801 Patton Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Chihuahua Shorthair Mix,Brown
A691940,Hannah,12/20/14,4:33PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Basenji Mix,Tricolor
A692138,Malcolm,12/20/14,4:33PM,1416 Geoffs Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Gray Tabby/White
A694134,,12/20/14,4:49PM,1314 Rosewood Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/Tan
A691772,Aniwaya,12/20/14,5:27PM,12609 Dessau Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Labrador Retriever/Siberian Husky,Gold
A694136,Hershey,12/20/14,10:43PM,2206 Garden St in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Chocolate
A694141,,12/21/14,7:43AM,809 Buckingham Pl in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Rat Terrier Mix,Black/White
A694138,Maggie,12/21/14,7:43AM,Woodland And I 35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A694139,,12/21/14,9:15AM,Good Sam Brought In in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A694142,*Trevor,12/21/14,10:19AM,729 E Slaughter in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Tan/White
A694147,,12/21/14,11:01AM,10528 Channel Island Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue/White
A694148,Wes,12/21/14,11:07AM,Far West Blvd & Chimney Corners in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Border Collie,Black/White
A684463,Dingo,12/21/14,11:24AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/White
A694149,Maxwell,12/21/14,11:56AM,1813 Cedar Ave in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Red/White
A679481,Max,12/21/14,12:06PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 months,Black Mouth Cur Mix,Brown/Black
A694152,*Prancer,12/21/14,12:13PM,8613 Ganttcrest Dr in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Longhair,Blue
A694151,Maru,12/21/14,12:13PM,8613 Ganttcrest Dr in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Longhair,Blue
A694150,*Dasher,12/21/14,12:13PM,8613 Ganttcrest Dr in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A474539,Dudley,12/21/14,12:33PM,Westgate And Davis Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Labrador Retriever,Buff/Tan
A694154,Sofia,12/21/14,12:45PM,825 Watson Ways in Pflugerville (TX),Stray,Normal,Dog,Intact Female,6 months,Shih Tzu/Miniature Poodle,Black
A694155,Chelsey,12/21/14,12:56PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Blue Tabby/White
A694156,*Halloween,12/21/14,12:59PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A694157,Finn,12/21/14,1:28PM,3209 S Ih35 in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Blue/White
A694158,*Miguel,12/21/14,1:40PM,1800 E 11Th St in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/White
A694159,*Gary,12/21/14,2:05PM,429,Grand Ave Pkwy in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,1 year,Queensland Heeler Mix
A690211,Maple,12/21/14,2:09PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,Pit Bull/Dachshund,Yellow Brindle/White
A683894,*Rhett,12/21/14,2:09PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/Brown
A682922,,12/21/14,2:26PM,1709 Colony Creek Dr Apta in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A694160,*Annie,12/21/14,2:33PM,13712 Fm 969 in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor
A693725,Batman,12/21/14,3:03PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Boston Terrier,Black/White
A694165,,12/21/14,3:45PM,412 Thompson in Austin (TX),Stray,Injured,Cat,Intact Female,6 months,Siamese Mix,Blue Point
A694163,Guido,12/21/14,3:55PM,11911 Tedford St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Podengo Pequeno Mix,Chocolate/White
A694166,Ragnar,12/21/14,3:57PM,13245 Gregg Manor Rd. in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Rottweiler Mix,Black/Tan
A694167,Zeus,12/21/14,4:04PM,14000 Lampting in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Catahoula Mix,White/Brown
A694170,Trooper,12/21/14,4:26PM,4505 Union Cir in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,German Shepherd Mix,Sable
A694171,*Mack,12/21/14,4:46PM,7629 W Hwy 71 in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Labrador Retriever/Chow Chow,Black
A694172,Dizzy,12/21/14,5:11PM,E William Cannon Dr & Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Catahoula/Labrador Retriever,Tan/White
A694175,,12/22/14,7:38AM,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Brown
A694174,Buddy,12/22/14,7:38AM,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby/White
A694173,,12/22/14,7:53AM,7906 Cinden in Austin (TX),Stray,Injured,Dog,Intact Male,3 months,Pit Bull Mix,Brown Brindle
A694178,*Harley,12/22/14,8:26AM,6900 E Riverside in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Border Collie/Queensland Heeler,Black/White
A694183,Lua,12/22/14,10:44AM,4409 Gaines Ranch Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A694186,Fossa,12/22/14,10:53AM,3005 Blacksmith in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A694189,Zoe,12/22/14,10:56AM,2007 New York Ave in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Miniature Poodle Mix,Black
A694168,Clio,12/22/14,11:00AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Welsh Terrier Mix,Tan/White
A694187,*Levi,12/22/14,11:01AM,24607 Long Hollow Trl in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Red/White
A688426,Sadie,12/22/14,11:11AM,Tillotson And Rosewood in Austin (TX),Stray,Normal,Dog,Spayed Female,10 months,Chesa Bay Retr/Labrador Retriever,Brown
A683596,*Fiona,12/22/14,11:23AM,1021 Oatmeal in Travis (TX),Stray,Injured,Cat,Spayed Female,7 months,Domestic Longhair Mix,Brown Tabby
A694190,*Lily Pad,12/22/14,11:37AM,2450 Wickersham Ln in Austin (TX),Stray,Sick,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Orange Tabby/White
A694191,,12/22/14,11:48AM,Brodie Lane And Alexandria Drive in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Shiba Inu Mix,Tan
A694193,Alfiee,12/22/14,12:03PM,Cantarra Dr And Howard Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier/Cairn Terrier,Black/Brown
A694192,Chachi,12/22/14,12:03PM,Cantarra Dr And Howard Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier/Cairn Terrier,Tan
A694195,Scooby,12/22/14,12:07PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 months,Chihuahua Shorthair Mix,White/Black
A694196,*Nathan,12/22/14,12:55PM,1188 Coleto in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier/Rat Terrier,Tricolor
A694197,Bramble Pelt,12/22/14,1:07PM,1709 E 71 in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A694198,Stella,12/22/14,1:10PM,12860 North Highway 183 in Austin (TX),Stray,Normal,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black/White
A694199,,12/22/14,1:35PM,12330 Metric Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A694211,*Nightshadow,12/22/14,1:44PM,909 Cedar Glen in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Black
A694201,Paddy,12/22/14,1:45PM,Harvest And Mockingbird in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Otterhound Mix,Black/Tan
A694203,Cymbah,12/22/14,1:57PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Medium Hair,Orange Tabby/White
A694206,,12/22/14,2:06PM,1808 Pace Bend in Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A694204,,12/22/14,2:06PM,1808 Pace Bend in Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A694205,,12/22/14,2:06PM,1808 Pace Bend in Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A694210,,12/22/14,2:51PM,703 Lamar Pl in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
A694209,Benji,12/22/14,2:56PM,Colony Park Drive And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pekingese Mix,Tan
A694184,,12/22/14,3:19PM,Jonestown (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A694212,Pepper,12/22/14,3:22PM,21101 Hog Eye Rd in Travis (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A694213,Tweak,12/22/14,3:43PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White
A679726,Young Blood,12/22/14,4:04PM,1855 S E Inner Loop in Williamson (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White
A694216,Tucker,12/22/14,4:19PM,Austin (TX),Euthanasia Request,Sick,Dog,Intact Male,9 years,Labrador Retriever/Boxer,Black/White
A694214,Louie,12/22/14,4:22PM,Stassney & Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Plott Hound,Brown Brindle/White
A688408,*Lulu,12/22/14,4:33PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A694217,Henry,12/22/14,4:37PM,5613 Mesquite Grove Road in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby
A694218,Snowflake,12/22/14,4:45PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico
A694219,*Rowdy,12/22/14,5:10PM,Roan Ln And Scenic Brook Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Beagle/Labrador Retriever,White/Tan
A644165,Killer,12/22/14,5:10PM,11039 Maha Loop in Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Black
A694223,,12/22/14,5:15PM,7715 Hidden View in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A694220,,12/22/14,5:15PM,7715 Hidden View in Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A694224,Juno,12/22/14,5:23PM,Payne & Woodrow in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Beagle Mix,Tricolor
A666838,Roscoe,12/22/14,5:56PM,800 Springdale in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Basset Hound Mix,White/Tan
A694226,,12/22/14,6:02PM,5200 Knight Cir. in Austin (TX),Stray,Sick,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby/White
A694228,*Bruno,12/22/14,6:13PM,Ed Bluestein Boulevard & Mlk in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown Brindle
A693821,Fat King Lou,12/22/14,6:19PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Black
A694230,Hydie,12/22/14,6:26PM,4509 E. St Elmo in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund,Black/Brown
A694229,Pete,12/22/14,6:26PM,4509 E. St Elmo in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund,Black/Brown
A694231,,12/22/14,6:45PM,1101 Grove Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A694061,Kiki,12/22/14,9:48PM,7117 Wood Hollow Dr in Austin (TX),Public Assist,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A694237,Valentine,12/23/14,9:11AM,1201E. Rundberg in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Standard Poodle Mix,Black
A694242,,12/23/14,10:59AM,14805 Vevery Dr in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Dachshund Mix,Brown Brindle/White
A666598,Faye,12/23/14,11:01AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Catahoula Mix,White/Brown
A692598,Ruby,12/23/14,11:47AM,Fm 969 And Cadilac Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Redbone Hound Mix,Sable
A676390,Harvey,12/23/14,11:56AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pbgv/Jack Russell Terrier,White/Black
A694243,Tommy,12/23/14,12:02PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Cream
A694244,Gatsby,12/23/14,12:15PM,Travis (TX),Owner Surrender,Sick,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby/White
A689243,Biela,12/23/14,12:34PM,2815 E 71 Lot#25 in Austin (TX),Stray,Injured,Dog,Spayed Female,4 years,Dogue De Bordeaux Mix,Red
A694248,,12/23/14,1:01PM,3509 Rogge Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Brown
A694181,Gorilla,12/23/14,1:25PM,3400 Crownover St in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A694249,Parker,12/23/14,1:46PM,Ih35 And Onion Creek in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Black/White
A694241,Napoleon,12/23/14,2:24PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Tan
A694251,,12/23/14,2:56PM,Crystal Brook & Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Black
A694250,,12/23/14,2:57PM,1140 Poquito #  105 in Austin (TX),Stray,Injured,Cat,Intact Female,6 months,Domestic Shorthair Mix,Gray/White
A684496,Rosie,12/23/14,3:29PM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White
A694252,Tiger,12/23/14,3:46PM,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A694253,,12/23/14,3:59PM,Webberville And Govalle in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Maltese/Miniature Poodle,White
A694254,Titan,12/23/14,3:59PM,Webberville And Govalle in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Manchester Terrier Mix,Black/Brown
A694257,*Sahara,12/23/14,4:37PM,Chimayo Cove And Los Indios Trail in Austin (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh Mix,Orange/Brown
A694255,*Collette,12/23/14,4:46PM,2404 Glen Springs Way in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A694256,*Mildred,12/23/14,4:46PM,2404 Glen Springs Way in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A693068,*Luci,12/23/14,5:00PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Manchester Terrier Mix,Tricolor
A694258,Spencer,12/23/14,5:28PM,E Howard Ln & Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pug/Beagle,Cream
A694260,*Baby,12/23/14,5:59PM,2801 W Wells Branch Pkwy in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Plott Hound,Brown Brindle
A694261,Moby,12/23/14,6:00PM,8106 Tonopa Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,6 years,Domestic Longhair Mix,Orange Tabby/White
A694262,,12/23/14,6:16PM,Tupelo St And Salt Springs Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
A693709,Roxy,12/23/14,6:18PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,10 months,Pointer Mix,Brown/White
A692653,Luna,12/23/14,6:25PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Siberian Husky Mix,White/Gray
A694270,Scooter,12/23/14,6:45PM,8314 Hwy 71 W in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Brown/White
A676071,Jackson,12/23/14,6:49PM,8907 Bee Cave Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Labrador Retriever,Black
A694278,Mya,12/23/14,9:17PM,4600 Kind Way in Travis (TX),Stray,Normal,Dog,Spayed Female,7 years,Great Dane,Black/White
A684268,Groot,12/23/14,9:17PM,4600 Kind Way in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Great Dane/Mastiff,Black/White
A694279,Sage,12/24/14,7:47AM,7213 Inspiration Dr. in Austin (TX),Stray,Other,Dog,Spayed Female,3 years,Boxer Mix,Brown
A694280,Zena,12/24/14,7:47AM,7213 Inspiration Dr. in Austin (TX),Stray,Other,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
A694281,Leyna,12/24/14,8:19AM,Avery Ranch & 10800 N. Canoa Hills Trl in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A694284,Boosts,12/24/14,9:47AM,Airport Blvd And Manor in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown/White
A694283,*Mallory,12/24/14,9:51AM,3520 Victorine Ln in Del Valle (TX),Stray,Normal,Dog,Intact Female,9 months,Boxer/Pit Bull,Brown Brindle/White
A694286,,12/24/14,10:24AM,11208 Renel Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund Mix,Black/Brown
A694287,,12/24/14,10:37AM,S 1St And Taft in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
A686690,Bella,12/24/14,11:00AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Blue Lacy Mix,Blue/White
A694290,Arielle,12/24/14,11:14AM,14407 Highsmith in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A694289,Osiris,12/24/14,11:42AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
A694292,*Susan,12/24/14,11:50AM,5300 North Capital Of Texas Highway in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A694291,*Larry,12/24/14,11:50AM,5300 North Capital Of Texas Highway in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A694293,,12/24/14,11:50AM,5300 North Capital Of Texas Highway in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Orange Tabby/White
A694294,,12/24/14,12:08PM,2002 Holland Ave in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Orange Tabby/White
A694295,Tido,12/24/14,12:15PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Brown Brindle/White
A694006,Gracie,12/24/14,12:40PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A694297,*Dude,12/24/14,1:16PM,14400 Farm To Market 969 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Yorkshire Terrier Mix,Black
A694296,,12/24/14,1:17PM,Montopolis And Saxon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Black
A694298,Charlie,12/24/14,1:45PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Pointer,White/Tan
A693544,Sebastian,12/24/14,2:03PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Tick
A694299,Rubble,12/24/14,2:13PM,Bodark Ln And Coller Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Chocolate/Tan
A694300,,12/24/14,2:45PM,8129 Fm 973 in Travis (TX),Stray,Injured,Dog,Intact Male,2 years,Chow Chow Mix,Brown Brindle
A485674,Ghost,12/24/14,2:49PM,Stassney Lane & Knuckles Crossing in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Miniature Schnauzer,White
A675808,Prada,12/24/14,4:02PM,10707 Lake Creek Pkwy in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A694301,Legend,12/24/14,4:43PM,Rundberg & Ih35 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 months,Pit Bull/Alaskan Husky,Tricolor
A694306,Gucci,12/24/14,6:15PM,6100 Toll 130 in Travis (TX),Stray,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Brown/White
A694317,Mazey,12/25/14,11:44AM,Spirt Of Texas And Hwy 71 in Del Valle (TX),Stray,Normal,Dog,Spayed Female,9 months,Labrador Retriever Mix,White/Brown
A408035,Lizzie,12/25/14,12:02PM,Ih35/ St Johns in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12 years,Pit Bull Mix,Brown Brindle
A694308,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull Mix,Chocolate/White
A694312,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,White/Chocolate
A694307,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Brown Brindle/White
A694313,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Chocolate/White
A694310,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Chocolate/White
A694311,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Chocolate/White
A694309,,12/25/14,12:31PM,12201 Von Quintus Road in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Chocolate/White
A694319,Ralph,12/25/14,2:14PM,Cameron And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,Brown/Black
A694320,,12/25/14,3:49PM,6410 Ponca St in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Gray/Black
A694325,*Aurora,12/25/14,9:40PM,Duval Rd. & Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Brown/White
A694322,Comet,12/25/14,9:40PM,City Park Rd & Westminister Glenn in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever,Yellow
A694323,*Orion,12/25/14,9:40PM,Duval Rd. & Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Buff
